LM_ID,ABBREVIATION,SYNONYMS
LMSL03000946,,
LMSL03000947,,
LMSL03000948,,
LMSL03000949,,
LMSL03000950,,
LMSL03000951,,
LMSL03000952,,
LMSL03000953,,
LMSL03000954,,
LMSL03000955,,
LMSL03000956,,
LMSL03000957,,
LMSL03000958,,
LMSL03000959,,
LMSL03000960,,
LMSL03000961,,
LMSL03000962,,
LMSL03000963,,
LMSL03000964,,
LMSL03000965,,
LMSL03000966,,
LMSL03000967,,
LMSL03000968,,
LMSL03000969,,
LMSL03000970,,
LMSL03000971,,
LMSL03000972,,
LMSL03000973,,
LMSL03000974,,
LMSL03000975,,
LMSL03000976,,
LMSL03000977,,
LMSL03000978,,
LMSL03000979,,
LMSL03000980,,
LMSL03000981,,
LMSL03000982,,
LMSL03000983,,
LMSL03000984,,
LMSL03000985,,
LMSL03000986,,
LMSL03000987,,
LMSL03000988,,
LMSL03000989,,
LMSL03000990,,
LMSL03000991,,
LMSL03000992,,
LMSL03000993,,
LMSL03000994,,
LMSL03000995,,
LMSL03000996,,
LMSL03000997,,
LMSL03000998,,
LMSL03000999,,
LMSL03001000,,
LMSL03001001,,
LMSL03001002,,
LMSL03001003,,
LMSL03001004,,
LMSL03001005,,
LMSL03001006,,
LMSL03001007,,
LMSL03001008,,
LMSL03001009,,
LMSL03001010,,
LMSL03001011,,
LMSL03001012,,
LMSL03001013,,
LMSL03001014,,
LMSL03001015,,
LMSL03001016,,
LMSL03001017,,
LMSL03001018,,
LMSL03001019,,
LMSL03001020,,
LMSL03001021,,
LMSL03001022,,
LMSL03001023,,
LMSL03001024,,
LMSL03001025,,
LMSL03001026,,
LMSL03001027,,
LMSL03001028,,
LMSL03001029,,
LMSL03001030,,
LMSL03001031,,
LMSL03001032,,
LMSL03001033,,
LMSL03001034,,
LMSL03001035,,
LMSL03001036,,
LMSL03001037,,
LMSL03001038,,
LMSL03001039,,
LMSL03001040,,
LMSL03001041,,
LMSL03001042,,
LMSL03001043,,
LMSL03001044,,
LMSL03001045,,
LMSL03001046,,
LMSL03001047,,
LMSL03001048,,
LMSL03001049,,
LMSL03001050,,
LMSL03001051,,
LMSL03001052,,
LMSL03001053,,
LMSL03001054,,
LMSL03001055,,
LMSL03001056,,
LMSL03001057,,
LMSL03001058,,
LMSL03001059,,
LMSL03001060,,
LMSL03001061,,
LMSL03001062,,
LMSL03001063,,
LMSL03001064,,
LMSL03001065,,
LMSL03001066,,
LMSL03001067,,
LMSL03001068,,
LMSL03001069,,
LMSL03001070,,
LMSL03001071,,
LMSL03001072,,
LMSL03001073,,
LMSL03001074,,
LMSL03001075,,
LMSL03001076,,
LMSL03001077,,
LMSL03001078,,
LMSL03001079,,
LMSL03001080,,
LMSL03001081,,
LMSL03001082,,
LMSL03001083,,
LMSL03001084,,
LMSL03001085,,
LMSL03001086,,
LMSL03001087,,
LMSL03001088,,
LMSL03001089,,
LMSL03001090,,
LMSL03001091,,
LMSL03001092,,
LMSL03001093,,
LMSL03001094,,
LMSL03001095,,
LMSL03001096,,
LMSL03001097,,
LMSL03001098,,
LMSL03001099,,
LMSL03001100,,
LMSL03001101,,
LMSL03001102,,
LMSL03001103,,
LMSL03001104,,
LMSL03001105,,
LMSL03001106,,
LMSL03001107,,
LMSL03001108,,
LMSL03001109,,
LMSL03001110,,
LMSL03001111,,
LMSL03001112,,
LMSL03001113,,
LMSL03001114,,
LMSL03001115,,
LMSL03001116,,
LMSL03001117,,
LMSL03001118,,
LMSL03001119,,
LMSL03001120,,
LMSL03001121,,
LMSL03001122,,
LMSL03001123,,
LMSL03001124,,
LMSL03001125,,
LMSL03001126,,
LMSL03001127,,
LMSL03001128,,
LMSL03001129,,
LMSL03001130,,
LMSL03001131,,
LMSL03001132,,
LMSL03001133,,
LMSL03001134,,
LMSL03001135,,
LMSL03001136,,
LMSL03001137,,
LMSL03001138,,
LMSL03001139,,
LMSL03001140,,
LMSL03001141,,
LMSL03001142,,
LMSL03001143,,
LMSL03001144,,
LMSL03001145,,
LMSL03001146,,
LMSL03001147,,
LMSL03001148,,
LMSL03001149,,
LMSL03001150,,
LMSL03001151,,
LMSL03001152,,
LMSL03001153,,
LMSL03001154,,
LMSL03001155,,
LMSL03001156,,
LMSL03001157,,
LMSL03001158,,
LMSL03001159,,
LMSL03001160,,
LMSL03001161,,
LMSL03001162,,
LMSL03001163,,
LMSL03001164,,
LMSL03001165,,
LMSL03001166,,
LMSL03001167,,
LMSL03001168,,
LMSL03001169,,
LMSL03001170,,
LMSL03001171,,
LMSL03001172,,
LMSL03001173,,
LMSL03001174,,
LMSL03001175,,
LMSL03001176,,
LMSL03001177,,
LMSL03001178,,
LMSL03001179,,
LMSL03001180,,
LMSL03001181,,
LMSL03001182,,
LMSL03001183,,
LMSL03001184,,
LMSL03001185,,
LMSL03001186,,
LMSL03001187,,
LMSL03001188,,
LMSL03001189,,
LMSL03001190,,
LMSL03001191,,
LMSL03001192,,
LMSL03001193,,
LMSL03001194,,
LMSL03001195,,
LMSL03001196,,
LMSL03001197,,
LMSL03001198,,
LMSL03001199,,
LMSL03001200,,
LMSL03001201,,
LMSL03001202,,
LMSL03001203,,
LMSL03001204,,
LMSL03001205,,
LMSL03001206,,
LMSL03001207,,
LMSL03001208,,
LMSL03001209,,
LMSL03001210,,
LMSL03001211,,
LMSL03001212,,
LMSL03001213,,
LMSL03001214,,
LMSL03001215,,
LMSL03001216,,
LMSL03001217,,
LMSL03001218,,
LMSL03001219,,
LMSL03001220,,
LMSL03001221,,
LMSL03001222,,
LMSL03001223,,
LMSL03001224,,
LMSL03001225,,
LMSL03001226,,
LMSL03001227,,
LMSL03001228,,
LMSL03001229,,
LMSL03001230,,
LMSL03001231,,
LMSL03001232,,
LMSL03001233,,
LMSL03001234,,
LMSL03001235,,
LMSL03001236,,
LMSL03001237,,
LMSL03001238,,
LMSL03001239,,
LMSL03001240,,
LMSL03001241,,
LMSL03001242,,
LMSL03001243,,
LMSL03001244,,
LMSL03001245,,
LMSL03001246,,
LMSL03001247,,
LMSL03001248,,
LMSL03001249,,
LMSL03001250,,
LMSL03001251,,
LMSL03001252,,
LMSL03001253,,
LMSL03001254,,
LMSL03001255,,
LMSL03001256,,
LMSL03001257,,
LMSL03001258,,
LMSL03001259,,
LMSL03001260,,
LMSL03001261,,
LMSL03001262,,
LMSL03001263,,
LMSL03001264,,
LMSL03001265,,
LMSL03001266,,
LMSL03001267,,
LMSL03001268,,
LMSL03001269,,
LMSL03001270,,
LMSL03001271,,
LMSL03001272,,Mar 16:0/16:0; Maradolipid;  6-O-palmitoyl-6'-O-palmitoyltrehalose
LMSL03001273,,
LMSL03001275,,
LMSL03001276,,
LMSL03001277,,
LMSL03001278,,
LMSL03001279,,
LMSL03001280,,
LMSL03001281,,
LMSL03001282,,
LMSL03001283,,
LMSL03001284,,
LMSL03001285,,
LMSL03001286,,
LMSL03001287,,
LMSL03001288,,
LMSL03001289,,
LMSL03001290,,
LMSL03001291,,
LMSL03001292,,
LMSL03001293,,
LMSL03001294,,
LMSL03001295,,
LMSL03001296,,
LMSL03001297,,
LMSL03001299,,Maradolipid; Mar 14:0/14:0
LMSL03001300,,Maradolipid; Mar 15:0/15:0
LMSL03001302,,Maradolipid; Mar 18:1/18:1
LMSL03001303,,Maradolipid; Mar 14:0/18:1
LMSL03001304,,Maradolipid; Mar 16:0/18:1
LMSL03001305,,Maradolipid; Mar 17:0/18:1
LMSL03001306,,Maradolipid; Mar 15:0/17:0
LMSL03001307,,Maradolipid; Mar 19:1/18:1
LMSL03001298,,Maradolipid
LMSL05000001,,
LMSL05000002,,
LMSL05000003,,
LMSL05000004,,1-O-(4-O-hexadecanoyl-alpha-L-rhamnopyranosyl-(1-2)-beta-D-glucopyranosyl)-butanol; Butyl 4-O-hexadecanoyl-alpha-L-rhamnopyranosyl-(1-2)-beta-D-glucopyranoside
LMSL05000005,,1-O-(4-O-butanoyl-alpha-L-rhamnopyranosyl-(1-2)-6-O-hexadecanoyl-beta-D-glucopyranosyl)-butanol; Butyl 4-O-butanoyl-alpha-L-rhamnopyranosyl-(1-2)-6-O-hexadecanoyl-beta-D-glucopyranoside
LMSL05000006,,
LMSL05000007,,
LMSL05000008,,
LMSL05000009,,
LMSL05000010,,
LMSL05000011,,
LMSL05000012,,
LMSL05000013,,
LMSL05000014,,
LMSL05000015,,6-palmitatesucrose
LMSL05000016,,6-myristatesucrose
LMSL05000017,,
LMSL05000018,,
LMSL05000019,,
LMPK00000001,,Squalestatin 1
LMPK01000055,,
LMPK01000056,,
LMPK01000057,,MPM C32
LMPK01000058,,MPM C30
LMPK01000059,,MPM C31
LMPK01000060,,MPM C33
LMPK01000061,,MPM C34
LMPK02000053,,
LMPK02000054,,
LMPK02000055,,
LMPK02000056,,
LMPK02000057,,
LMPK02000058,,
LMPK02000059,,
LMPK02000060,,
LMPK02000061,,
LMPK02000062,,
LMPK02000063,,
LMPK02000064,,
LMPK02000065,,
LMPK02000066,,
LMPK02000067,,
LMPK03000010,,
LMPK03000011,,Bullatacin; squamocin-G
LMPK03000012,,
LMPK03000094,,
LMPK03000095,,
LMPK03000096,,
LMPK03000097,,
LMPK03000013,,
LMPK03000014,,
LMPK03000015,,
LMPK03000016,,
LMPK03000017,,
LMPK03000018,,
LMPK03000019,,
LMPK03000020,,
LMPK03000021,,
LMPK03000022,,
LMPK03000023,,
LMPK03000024,,
LMPK03000025,,
LMPK03000026,,
LMPK03000027,,
LMPK03000028,,
LMPK03000029,,
LMPK03000030,,
LMPK03000031,,
LMPK03000032,,
LMPK03000033,,
LMPK03000034,,
LMPK03000035,,
LMPK03000036,,
LMPK03000037,,
LMPK03000038,,
LMPK03000039,,
LMPK03000040,,
LMPK03000041,,
LMPK03000042,,
LMPK03000043,,
LMPK03000044,,
LMPK03000045,,
LMPK03000046,,
LMPK03000047,,
LMPK03000048,,
LMPK03000049,,
LMPK03000050,,
LMPK03000051,,
LMPK03000052,,
LMPK03000053,,
LMPK03000054,,
LMPK03000055,,
LMPK03000056,,
LMPK03000057,,
LMPK03000058,,
LMPK03000059,,
LMPK03000060,,
LMPK03000061,,
LMPK03000062,,
LMPK03000063,,
LMPK03000064,,
LMPK03000065,,
LMPK03000066,,
LMPK03000067,,
LMPK03000068,,
LMPK03000069,,
LMPK03000070,,
LMPK03000071,,
LMPK03000072,,
LMPK03000073,,
LMPK03000074,,
LMPK03000075,,
LMPK03000076,,
LMPK03000077,,
LMPK03000078,,
LMPK03000079,,
LMPK03000080,,
LMPK03000081,,
LMPK03000082,,
LMPK03000083,,
LMPK03000084,,
LMPK03000085,,
LMPK03000086,,
LMPK03000087,,
LMPK03000088,,
LMPK03000089,,
LMPK03000090,,
LMPK03000091,,
LMPK03000092,,
LMPK03000093,,
LMPK04000001,,
LMPK04000002,,
LMPK04000003,,
LMPK04000004,,
LMPK04000005,,
LMPK04000006,,
LMPK04000007,,
LMPK04000009,,
LMPK04000010,,
LMPK04000011,,
LMPK04000012,,
LMPK04000013,,
LMPK04000014,,
LMPK04000015,,
LMPK04000016,,
LMPK04000017,,
LMPK04000018,,
LMPK04000019,,
LMPK04000020,,
LMPK04000021,,
LMPK04000022,,
LMPK04000023,,
LMPK04000024,,
LMPK04000025,,
LMPK04000026,,
LMPK04000027,,
LMPK04000028,,
LMPK04000029,,
LMPK04000030,,
LMPK04000031,,
LMPK04000032,,
LMPK04000033,,
LMPK04000034,,
LMPK04000035,,
LMPK04000036,,
LMPK04000037,,
LMPK04000038,,
LMPK04000039,,
LMPK04000040,,
LMPK04000041,,
LMPK04000042,,
LMPK04000045,,
LMPK04000046,,
LMPK04000047,,
LMPK04000043,,
LMPK04000044,,
LMPK05000001,,
LMPK05000002,,
LMPK05000003,,
LMPK05000004,,
LMPK05000005,,
LMPK05000006,,
LMPK05000007,,
LMPK05000008,,
LMPK06000001,,
LMPK06000002,,
LMPK06000003,,
LMPK06000004,,
LMPK06000005,,
LMPK07000001,,
LMPK07000002,,
LMPK07000004,,
LMPK07000005,,
LMPK07000006,,
LMPK07000007,,
LMPK07000008,,
LMPK07000009,,
LMPK08000001,,
LMPK09000001,,
LMPK09000002,,
LMPK09000003,,
LMPK09000004,,
LMPK09000005,,
LMPK09000006,,
LMPK09000007,,
LMPK09000008,,
LMPK09000009,,
LMPK09000010,,
LMPK09000011,,
LMPK09000012,,
LMPK09000013,,
LMPK09000014,,
LMPK09000015,,
LMPK09000016,,
LMPK09000017,,
LMPK09000018,,
LMPK09000019,,
LMPK09000020,,
LMPK09000021,,
LMPK09000022,,
LMPK09000023,,
LMPK09000024,,
LMPK09000025,,
LMPK09000026,,
LMPK09000027,,
LMPK09000028,,
LMPK09000029,,
LMPK09000030,,
LMPK09000031,,
LMPK09000032,,
LMPK09000033,,
LMPK09000034,,
LMPK09000035,,
LMPK09000036,,
LMPK09000037,,(+)-spectinabilin
LMPK10000001,,
LMPK10000002,,
LMPK10000003,,
LMPK10000004,,
LMPK10000005,,
LMPK10000006,,
LMPK11000001,,
LMPK11000002,,
LMPK11000003,,
LMPK11000014,,
LMPK11000015,,
LMPK11000016,,
LMPK11000017,,
LMPK11000018,,
LMPK11000019,,
LMPK11000020,,
LMPK11000021,,
LMPK11000022,,
LMPK11000023,,
LMPK11000024,,
LMPK11000025,,
LMPK11000026,,Zygosporin A
LMPK11000027,,
LMPK11000028,,
LMPK11000029,,
LMPK11000030,,
LMPK11000031,,
LMPK11000032,,Cytoglobosin I
LMPK11000033,,
LMPK11000004,,
LMPK11000005,,
LMPK11000006,,
LMPK11000007,,
LMPK11000008,,
LMPK11000009,,
LMPK11000010,,
LMPK11000011,,
LMPK11000012,,
LMPK11000013,,
LMPK12010001,,
LMPK12010002,,
LMPK12010003,,
LMPK12010004,,
LMPK12010005,,
LMPK12010006,,
LMPK12010007,,
LMPK12010008,,
LMPK12010009,,
LMPK12010010,,
LMPK12010011,,
LMPK12010012,,
LMPK12010013,,
LMPK12010014,,
LMPK12010015,,
LMPK12010016,,Pelargonidin 3-O-glucoside
LMPK12010017,,
LMPK12010018,,
LMPK12010019,,
LMPK12010020,,
LMPK12010021,,
LMPK12010022,,
LMPK12010023,,
LMPK12010024,,
LMPK12010025,,
LMPK12010026,,
LMPK12010027,,
LMPK12010028,,
LMPK12010029,,
LMPK12010030,,
LMPK12010031,,
LMPK12010032,,
LMPK12010033,,
LMPK12010034,,
LMPK12010035,,
LMPK12010036,,
LMPK12010037,,
LMPK12010038,,
LMPK12010039,,
LMPK12010040,,
LMPK12010041,,
LMPK12010042,,
LMPK12010043,,
LMPK12010044,,
LMPK12010045,,
LMPK12010046,,
LMPK12010048,,
LMPK12010049,,
LMPK12010051,,
LMPK12010052,,
LMPK12010054,,
LMPK12010055,,
LMPK12010057,,
LMPK12010058,,
LMPK12010059,,
LMPK12010060,,
LMPK12010061,,
LMPK12010062,,
LMPK12010063,,
LMPK12010064,,
LMPK12010065,,
LMPK12010066,,
LMPK12010067,,
LMPK12010068,,
LMPK12010069,,
LMPK12010070,,
LMPK12010071,,
LMPK12010072,,
LMPK12010073,,
LMPK12010074,,
LMPK12010075,,
LMPK12010076,,
LMPK12010077,,
LMPK12010078,,
LMPK12010079,,
LMPK12010080,,
LMPK12010081,,
LMPK12010082,,
LMPK12010083,,
LMPK12010084,,
LMPK12010085,,
LMPK12010086,,
LMPK12010087,,
LMPK12010088,,
LMPK12010089,,
LMPK12010090,,
LMPK12010091,,
LMPK12010092,,
LMPK12010093,,
LMPK12010094,,
LMPK12010095,,Cyanidin 3-O-galactoside
LMPK12010096,,
LMPK12010097,,
LMPK12010098,,
LMPK12010099,,
LMPK12010100,,
LMPK12010101,,
LMPK12010102,,
LMPK12010103,,
LMPK12010104,,
LMPK12010105,,
LMPK12010106,,
LMPK12010107,,
LMPK12010108,,
LMPK12010109,,
LMPK12010110,,
LMPK12010112,,
LMPK12010113,,
LMPK12010114,,Cyanidine 3-sambubioside
LMPK12010115,,
LMPK12010116,,
LMPK12010117,,
LMPK12010118,,
LMPK12010119,,
LMPK12010120,,
LMPK12010121,,
LMPK12010122,,
LMPK12010123,,
LMPK12010124,,
LMPK12010125,,
LMPK12010126,,
LMPK12010127,,
LMPK12010128,,
LMPK12010129,,
LMPK12010130,,
LMPK12010131,,
LMPK12010132,,
LMPK12010133,,
LMPK12010134,,
LMPK12010135,,Cyanidin-3-O-(6-O-malonyl-beta-D-glucopyranoside)
LMPK12010136,,
LMPK12010137,,
LMPK12010138,,
LMPK12010139,,
LMPK12010140,,
LMPK12010141,,
LMPK12010142,,
LMPK12010143,,
LMPK12010144,,
LMPK12010145,,
LMPK12010146,,
LMPK12010147,,
LMPK12010148,,
LMPK12010149,,
LMPK12010150,,
LMPK12010151,,
LMPK12010152,,
LMPK12010153,,
LMPK12010154,,
LMPK12010155,,
LMPK12010156,,
LMPK12010157,,
LMPK12010158,,
LMPK12010159,,
LMPK12010160,,
LMPK12010161,,
LMPK12010162,,
LMPK12010163,,
LMPK12010164,,
LMPK12010165,,
LMPK12010166,,
LMPK12010167,,
LMPK12010168,,
LMPK12010169,,
LMPK12010170,,
LMPK12010171,,
LMPK12010172,,
LMPK12010173,,
LMPK12010174,,
LMPK12010175,,
LMPK12010176,,
LMPK12010177,,
LMPK12010178,,
LMPK12010179,,
LMPK12010180,,
LMPK12010181,,
LMPK12010182,,
LMPK12010183,,
LMPK12010184,,
LMPK12010185,,
LMPK12010186,,
LMPK12010187,,
LMPK12010188,,
LMPK12010189,,
LMPK12010190,,
LMPK12010191,,
LMPK12010192,,
LMPK12010193,,
LMPK12010194,,
LMPK12010195,,
LMPK12010196,,
LMPK12010197,,
LMPK12010198,,
LMPK12010199,,
LMPK12010200,,
LMPK12010201,,
LMPK12010202,,
LMPK12010203,,
LMPK12010204,,
LMPK12010205,,
LMPK12010206,,
LMPK12010207,,
LMPK12010208,,
LMPK12010209,,
LMPK12010210,,
LMPK12010211,,
LMPK12010212,,
LMPK12010213,,
LMPK12010214,,
LMPK12010215,,
LMPK12010216,,
LMPK12010217,,
LMPK12010218,,
LMPK12010219,,
LMPK12010220,,
LMPK12010221,,
LMPK12010222,,
LMPK12010223,,
LMPK12010224,,
LMPK12010225,,
LMPK12010226,,
LMPK12010227,,
LMPK12010228,,
LMPK12010229,,
LMPK12010230,,
LMPK12010231,,
LMPK12010232,,
LMPK12010233,,
LMPK12010234,,
LMPK12010235,,
LMPK12010236,,
LMPK12010237,,
LMPK12010238,,Peonidin 3-glucoside-5-glucoside
LMPK12010239,,
LMPK12010240,,
LMPK12010241,,
LMPK12010242,,
LMPK12010243,,
LMPK12010244,,
LMPK12010245,,
LMPK12010246,,
LMPK12010247,,
LMPK12010248,,
LMPK12010249,,
LMPK12010250,,
LMPK12010251,,
LMPK12010252,,
LMPK12010253,,
LMPK12010254,,
LMPK12010255,,
LMPK12010256,,
LMPK12010257,,
LMPK12010258,,
LMPK12010259,,
LMPK12010260,,
LMPK12010261,,
LMPK12010262,,
LMPK12010263,,
LMPK12010264,,
LMPK12010265,,
LMPK12010266,,
LMPK12010267,,
LMPK12010268,,
LMPK12010269,,
LMPK12010270,,
LMPK12010271,,
LMPK12010272,,
LMPK12010273,,
LMPK12010274,,
LMPK12010275,,
LMPK12010276,,
LMPK12010277,,
LMPK12010278,,
LMPK12010279,,
LMPK12010280,,
LMPK12010281,,
LMPK12010282,,Delphinidin 3-(6-rhamnosylglucosuide)
LMPK12010283,,
LMPK12010284,,
LMPK12010285,,
LMPK12010286,,
LMPK12010287,,
LMPK12010288,,
LMPK12010289,,
LMPK12010290,,
LMPK12010291,,
LMPK12010292,,
LMPK12010293,,
LMPK12010294,,
LMPK12010295,,
LMPK12010296,,
LMPK12010297,,
LMPK12010298,,
LMPK12010299,,
LMPK12010300,,
LMPK12010301,,
LMPK12010302,,
LMPK12010303,,
LMPK12010304,,
LMPK12010305,,
LMPK12010306,,
LMPK12010307,,
LMPK12010308,,
LMPK12010309,,
LMPK12010310,,
LMPK12010311,,
LMPK12010312,,
LMPK12010313,,
LMPK12010314,,
LMPK12010315,,
LMPK12010316,,
LMPK12010317,,
LMPK12010318,,
LMPK12010319,,
LMPK12010320,,
LMPK12010321,,
LMPK12010322,,
LMPK12010323,,
LMPK12010324,,
LMPK12010325,,
LMPK12010326,,
LMPK12010327,,
LMPK12010328,,
LMPK12010329,,
LMPK12010330,,
LMPK12010331,,
LMPK12010332,,
LMPK12010333,,
LMPK12010334,,
LMPK12010335,,
LMPK12010336,,
LMPK12010337,,
LMPK12010338,,
LMPK12010339,,
LMPK12010340,,
LMPK12010341,,
LMPK12010342,,
LMPK12010343,,
LMPK12010344,,
LMPK12010345,,
LMPK12010346,,
LMPK12010347,,
LMPK12010348,,
LMPK12010349,,
LMPK12010350,,
LMPK12010351,,
LMPK12010352,,
LMPK12010353,,
LMPK12010354,,
LMPK12010355,,
LMPK12010356,,
LMPK12010357,,
LMPK12010358,,
LMPK12010359,,
LMPK12010360,,
LMPK12010361,,
LMPK12010362,,
LMPK12010363,,Petunidin 3-(2-xylosylglucoside)
LMPK12010364,,
LMPK12010365,,
LMPK12010366,,
LMPK12010367,,
LMPK12010368,,
LMPK12010369,,
LMPK12010370,,
LMPK12010371,,
LMPK12010372,,
LMPK12010373,,
LMPK12010374,,
LMPK12010375,,
LMPK12010376,,
LMPK12010377,,
LMPK12010378,,
LMPK12010379,,
LMPK12010380,,
LMPK12010381,,
LMPK12010382,,
LMPK12010383,,
LMPK12010384,,
LMPK12010385,,
LMPK12010386,,
LMPK12010387,,
LMPK12010388,,
LMPK12010389,,
LMPK12010390,,
LMPK12010391,,
LMPK12010392,,
LMPK12010393,,
LMPK12010394,,
LMPK12010395,,
LMPK12010396,,
LMPK12010397,,
LMPK12010398,,
LMPK12010399,,
LMPK12010400,,
LMPK12010401,,
LMPK12010402,,
LMPK12010403,,
LMPK12010404,,
LMPK12010405,,
LMPK12010406,,
LMPK12010407,,
LMPK12010408,,
LMPK12010409,,
LMPK12010410,,
LMPK12010411,,
LMPK12010412,,
LMPK12010413,,
LMPK12010414,,
LMPK12010415,,
LMPK12010416,,
LMPK12010417,,
LMPK12010418,,
LMPK12010419,,
LMPK12010420,,
LMPK12010421,,
LMPK12010422,,
LMPK12010423,,
LMPK12010424,,
LMPK12010425,,
LMPK12010426,,
LMPK12010427,,
LMPK12010428,,
LMPK12010429,,
LMPK12010430,,
LMPK12010431,,
LMPK12010432,,
LMPK12010433,,
LMPK12010434,,
LMPK12010435,,
LMPK12010436,,
LMPK12010437,,
LMPK12010438,,
LMPK12010439,,
LMPK12010440,,
LMPK12010441,,Carajurin 
LMPK12010442,,
LMPK12010443,,
LMPK12010444,,
LMPK12010445,,
LMPK12010446,,
LMPK12010447,,
LMPK12010449,,
LMPK12010450,,
LMPK12010452,,Meralop; Sambucin; Keracyanin
LMPK12020001,,
LMPK12020002,,
LMPK12020003,,
LMPK12020004,,
LMPK12020005,,
LMPK12020006,,
LMPK12020007,,
LMPK12020008,,
LMPK12020009,,Fisetinidol 3-beta-D-xylopyranoside
LMPK12020010,,
LMPK12020011,,
LMPK12020012,,
LMPK12020013,,
LMPK12020014,,
LMPK12020015,,
LMPK12020016,,
LMPK12020017,,
LMPK12020018,,
LMPK12020019,,
LMPK12020020,,
LMPK12020021,,
LMPK12020022,,
LMPK12020023,,
LMPK12020024,,
LMPK12020025,,
LMPK12020026,,
LMPK12020027,,
LMPK12020028,,
LMPK12020029,,
LMPK12020030,,
LMPK12020031,,
LMPK12020032,,
LMPK12020033,,
LMPK12020034,,
LMPK12020035,,
LMPK12020036,,
LMPK12020037,,
LMPK12020038,,
LMPK12020039,,
LMPK12020040,,
LMPK12020041,,
LMPK12020042,,
LMPK12020043,,
LMPK12020044,,
LMPK12020045,,
LMPK12020046,,
LMPK12020047,,
LMPK12020048,,
LMPK12020049,,
LMPK12020050,,
LMPK12020051,,
LMPK12020052,,
LMPK12020053,,
LMPK12020054,,
LMPK12020055,,
LMPK12020056,,
LMPK12020057,,
LMPK12020058,,
LMPK12020059,,
LMPK12020060,,
LMPK12020061,,
LMPK12020062,,
LMPK12020063,,
LMPK12020064,,
LMPK12020065,,
LMPK12020066,,
LMPK12020067,,
LMPK12020068,,
LMPK12020069,,
LMPK12020070,,
LMPK12020071,,
LMPK12020072,,
LMPK12020073,,
LMPK12020074,,
LMPK12020075,,
LMPK12020076,,
LMPK12020077,,
LMPK12020078,,
LMPK12020079,,
LMPK12020080,,
LMPK12020081,,
LMPK12020082,,
LMPK12020083,,
LMPK12020084,,
LMPK12020085,,
LMPK12020086,,
LMPK12020087,,
LMPK12020088,,
LMPK12020089,,
LMPK12020090,,
LMPK12020091,,
LMPK12020092,,
LMPK12020093,,
LMPK12020094,,
LMPK12020095,,
LMPK12020096,,
LMPK12020097,,
LMPK12020098,,
LMPK12020099,,
LMPK12020100,,
LMPK12020101,,
LMPK12020102,,
LMPK12020103,,
LMPK12020104,,
LMPK12020105,,
LMPK12020106,,
LMPK12020107,,
LMPK12020108,,
LMPK12020109,,
LMPK12020110,,
LMPK12020111,,
LMPK12020112,,
LMPK12020113,,
LMPK12020114,,
LMPK12020115,,
LMPK12020116,,
LMPK12020117,,
LMPK12020118,,
LMPK12020119,,
LMPK12020120,,
LMPK12020121,,
LMPK12020122,,
LMPK12020123,,
LMPK12020124,,
LMPK12020125,,
LMPK12020126,,
LMPK12020127,,
LMPK12020128,,
LMPK12020129,,
LMPK12020130,,
LMPK12020131,,
LMPK12020132,,
LMPK12020133,,
LMPK12020134,,
LMPK12020135,,
LMPK12020136,,
LMPK12020137,,
LMPK12020138,,
LMPK12020139,,
LMPK12020140,,
LMPK12020141,,
LMPK12020142,,
LMPK12020143,,
LMPK12020144,,
LMPK12020145,,
LMPK12020146,,
LMPK12020147,,
LMPK12020148,,
LMPK12020149,,
LMPK12020150,,
LMPK12020151,,
LMPK12020152,,
LMPK12020153,,
LMPK12020154,,
LMPK12020155,,
LMPK12020156,,
LMPK12020157,,
LMPK12020158,,
LMPK12020159,,
LMPK12020160,,
LMPK12020161,,
LMPK12020162,,
LMPK12020163,,
LMPK12020164,,
LMPK12020165,,
LMPK12020166,,
LMPK12020167,,
LMPK12020168,,
LMPK12020169,,
LMPK12020170,,
LMPK12020171,,
LMPK12020172,,
LMPK12020173,,
LMPK12020174,,
LMPK12020175,,
LMPK12020176,,
LMPK12020177,,
LMPK12020178,,
LMPK12020179,,
LMPK12020180,,
LMPK12020181,,
LMPK12020182,,
LMPK12020183,,
LMPK12020184,,
LMPK12020185,,
LMPK12020186,,
LMPK12020187,,
LMPK12020188,,
LMPK12020189,,
LMPK12020190,,
LMPK12020191,,
LMPK12020192,,
LMPK12020193,,
LMPK12020194,,
LMPK12020195,,
LMPK12020196,,
LMPK12020197,,
LMPK12020198,,
LMPK12020199,,
LMPK12020200,,
LMPK12020201,,
LMPK12020202,,
LMPK12020203,,
LMPK12020204,,
LMPK12020205,,
LMPK12020206,,
LMPK12020207,,
LMPK12020208,,
LMPK12020209,,
LMPK12020210,,
LMPK12020211,,
LMPK12020212,,
LMPK12020213,,
LMPK12020214,,
LMPK12020215,,
LMPK12020216,,
LMPK12020217,,
LMPK12020218,,
LMPK12020219,,
LMPK12020220,,
LMPK12020221,,
LMPK12020222,,
LMPK12020223,,
LMPK12020224,,
LMPK12020225,,
LMPK12020226,,
LMPK12020227,,
LMPK12020228,,
LMPK12020229,,
LMPK12020230,,
LMPK12020231,,
LMPK12020232,,
LMPK12020233,,
LMPK12020234,,
LMPK12020235,,
LMPK12020236,,
LMPK12020237,,
LMPK12020238,,
LMPK12020239,,
LMPK12020240,,
LMPK12020241,,
LMPK12020242,,
LMPK12020243,,
LMPK12020244,,
LMPK12020245,,
LMPK12020246,,
